operation_id,client_id,operation_type,asset_class,requested_amount,currency,request_date,settlement_date,current_status,current_stage,priority,responsible_team,last_update,completion_date,exception_flag,exception_type,severity,source_system,processing_time_hours,settlement_lead_time_days,sla_status,operational_risk,operation_category,expected_amount,processed_amount,expected_status,external_status,difference_amount,reconciliation_status
WM00336,CLIENT0073,Cash Transfer,Mutual Fund,1800736.59,USD,2026-09-04 11:28:09.042550,2026-09-05,Processing,Processing,Normal,Middle Office,2026-09-06 21:28:09.042550,,False,,,Trading Platform,58.0,0.52,Outside SLA,High,In Progress,1800736.59,1730885.71,Processing,Processing,69850.88,Amount Difference
WM00337,CLIENT0081,Asset Transfer - External,Fixed Income,14639.61,BRL,2026-08-23 10:22:09.042550,2026-08-28,Completed,Closure,Normal,Settlement,2026-08-25 18:22:09.042550,2026-08-28 16:22:09.042550,False,,,Trading Platform,56.0,4.57,Outside SLA,High,Completed,14639.61,14639.61,Completed,Completed,0.0,Matched
WM00338,CLIENT0115,Asset Transfer - Internal,Equity,976507.91,BRL,2026-08-18 11:59:09.042550,2026-08-21,Completed,Closure,Normal,Settlement,2026-08-18 22:59:09.042550,2026-08-22 19:59:09.042550,False,,,Trading Platform,11.0,2.5,Within SLA,Low,Completed,976507.91,976507.91,Completed,Completed,0.0,Matched
WM00339,CLIENT0005,Cash Transfer,Mutual Fund,1626221.59,USD,2026-08-18 09:25:09.042550,2026-08-21,Completed,Closure,Normal,Reconciliation,2026-08-19 13:25:09.042550,2026-08-19 11:25:09.042550,False,,,Core Banking,28.0,2.61,Outside SLA,High,Completed,1626221.59,1626221.59,Completed,Completed,0.0,Matched
WM00340,CLIENT0058,Cash Transfer,Equity,272093.11,BRL,2026-08-31 09:43:09.042550,2026-09-02,Reconciled,Reconciliation,Normal,Middle Office,2026-09-02 08:43:09.042550,2026-09-03 16:43:09.042550,False,,,Custody System,47.0,1.6,Outside SLA,High,Completed,272093.11,272093.11,Reconciled,Reconciled,0.0,Matched
WM00341,CLIENT0132,Fund Redemption,ETF,322648.72,BRL,2026-08-21 10:56:09.042550,2026-08-23,Received,Request Received,Normal,Middle Office,2026-08-23 08:56:09.042550,,False,,,Core Banking,46.0,1.54,Outside SLA,High,In Progress,322648.72,322648.72,Received,Received,0.0,Matched
WM00342,CLIENT0095,Fund Redemption,Mutual Fund,1338828.27,USD,2026-08-29 04:17:09.042550,2026-09-01,Pending Approval,Approval,Medium,Middle Office,2026-08-31 17:17:09.042550,,False,,,Trading Platform,61.0,2.82,Outside SLA,High,In Progress,1338828.27,1338828.27,Pending Approval,Pending Approval,0.0,Matched
WM00343,CLIENT0068,Cash Transfer,Cash,1142469.5,USD,2026-08-15 11:33:09.042550,2026-08-16,Completed,Closure,Normal,Middle Office,2026-08-17 10:33:09.042550,2026-08-20 16:33:09.042550,False,,,Custody System,47.0,0.52,Outside SLA,High,Completed,1142469.5,1142469.5,Completed,Completed,0.0,Matched
WM00344,CLIENT0133,Asset Transfer - External,Equity,1635387.35,USD,2026-09-09 02:46:09.042550,2026-09-12,Completed,Closure,Normal,Middle Office,2026-09-11 16:46:09.042550,2026-09-13 06:46:09.042550,False,,,Custody System,62.0,2.88,Outside SLA,High,Completed,1635387.35,1635387.35,Completed,Exception,0.0,Status Difference
WM00345,CLIENT0059,Fund Purchase,Cash,1288736.62,BRL,2026-09-11 03:41:09.042550,2026-09-13,Received,Request Received,Normal,Settlement,2026-09-12 03:41:09.042550,,False,,,Core Banking,24.0,1.85,Within SLA,Low,In Progress,1288736.62,1288736.62,Received,Received,0.0,Matched
WM00346,CLIENT0107,Asset Transfer - Internal,Mutual Fund,965625.72,USD,2026-09-05 02:55:09.042550,2026-09-07,Pending Settlement,Settlement,Medium,Middle Office,2026-09-06 05:55:09.042550,,False,,,Custody System,27.0,1.88,Outside SLA,High,In Progress,965625.72,965625.72,Pending Settlement,Pending Settlement,0.0,Matched
WM00347,CLIENT0012,Fund Redemption,Cash,1186733.58,BRL,2026-09-09 07:14:09.042550,2026-09-11,Validation,Data Validation,Normal,Reconciliation,2026-09-09 13:14:09.042550,,False,,,Custody System,6.0,1.7,Within SLA,Low,In Progress,1186733.58,1186733.58,Validation,Validation,0.0,Matched
WM00348,CLIENT0133,Asset Transfer - External,Cash,1938641.16,BRL,2026-08-19 06:12:09.042550,2026-08-21,Validation,Data Validation,Normal,Client Operations,2026-08-19 17:12:09.042550,,False,,,Core Banking,11.0,1.74,Within SLA,Low,In Progress,1938641.16,1938641.16,Validation,Validation,0.0,Matched
WM00349,CLIENT0150,Fund Redemption,Cash,1320999.26,USD,2026-08-29 08:23:09.042550,2026-08-31,Settled,Settlement,Normal,Settlement,2026-08-31 04:23:09.042550,2026-09-02 11:23:09.042550,False,,,Trading Platform,44.0,1.65,Outside SLA,High,Completed,1320999.26,1291732.52,Settled,Settled,29266.74,Amount Difference
WM00350,CLIENT0005,Fund Redemption,Cash,1719885.43,USD,2026-08-16 04:37:09.042550,2026-08-20,Reconciled,Reconciliation,Normal,Settlement,2026-08-16 17:37:09.042550,2026-08-18 06:37:09.042550,False,,,Core Banking,13.0,3.81,Within SLA,Low,Completed,1719885.43,1719885.43,Reconciled,Reconciled,0.0,Matched
WM00351,CLIENT0024,Asset Transfer - External,Fixed Income,1804459.59,BRL,2026-09-02 10:15:09.042550,2026-09-07,Settled,Settlement,Normal,Middle Office,2026-09-05 05:15:09.042550,2026-09-07 12:15:09.042550,False,,,Trading Platform,67.0,4.57,Outside SLA,High,Completed,1804459.59,1804459.59,Settled,Settled,0.0,Matched
WM00352,CLIENT0124,Asset Transfer - External,Equity,1180150.93,BRL,2026-08-15 09:40:09.042550,2026-08-17,Pending Settlement,Settlement,Medium,Middle Office,2026-08-16 03:40:09.042550,,False,,,Trading Platform,18.0,1.6,Within SLA,High,In Progress,1180150.93,1180150.93,Pending Settlement,Pending Settlement,0.0,Matched
WM00353,CLIENT0066,Fund Redemption,Mutual Fund,1419751.93,BRL,2026-08-21 02:31:09.042550,2026-08-26,Settled,Settlement,Normal,Reconciliation,2026-08-23 21:31:09.042550,2026-08-26 09:31:09.042550,False,,,Core Banking,67.0,4.9,Outside SLA,High,Completed,1419751.93,1419751.93,Settled,Settled,0.0,Matched
WM00354,CLIENT0028,Fund Redemption,ETF,1304893.99,USD,2026-08-26 11:26:09.042550,2026-08-29,Settled,Settlement,Normal,Client Operations,2026-08-29 08:26:09.042550,2026-08-30 17:26:09.042550,False,,,Trading Platform,69.0,2.52,Outside SLA,High,Completed,1304893.99,1304893.99,Settled,Settled,0.0,Matched
WM00355,CLIENT0142,Cash Transfer,ETF,361545.6,USD,2026-09-02 05:56:09.042550,2026-09-06,Reconciled,Reconciliation,Normal,Client Operations,2026-09-03 21:56:09.042550,2026-09-04 12:56:09.042550,False,,,Custody System,40.0,3.75,Outside SLA,High,Completed,361545.6,361545.6,Reconciled,Reconciled,0.0,Matched
WM00356,CLIENT0031,Portfolio Rebalancing,Fixed Income,895956.78,BRL,2026-09-05 08:00:09.042550,2026-09-07,Processing,Processing,Normal,Operations,2026-09-06 12:00:09.042550,,False,,,Custody System,28.0,1.67,Outside SLA,High,In Progress,895956.78,895956.78,Processing,Processing,0.0,Matched
WM00357,CLIENT0042,Asset Transfer - External,Mutual Fund,1609716.87,BRL,2026-08-24 09:52:09.042550,2026-08-25,Pending Settlement,Settlement,Medium,Middle Office,2026-08-26 17:52:09.042550,,False,,,Core Banking,56.0,0.59,Outside SLA,High,In Progress,1609716.87,1609716.87,Pending Settlement,Pending Settlement,0.0,Matched
WM00358,CLIENT0010,Portfolio Rebalancing,ETF,1861716.56,USD,2026-08-21 06:18:09.042550,2026-08-26,Received,Request Received,Normal,Reconciliation,2026-08-24 01:18:09.042550,,False,,,Trading Platform,67.0,4.74,Outside SLA,High,In Progress,1861716.56,1861716.56,Received,Exception,0.0,Status Difference
WM00359,CLIENT0003,Fund Redemption,Cash,575582.99,BRL,2026-09-02 02:02:09.042550,2026-09-04,Completed,Closure,Normal,Reconciliation,2026-09-04 20:02:09.042550,2026-09-06 10:02:09.042550,False,,,Custody System,66.0,1.92,Outside SLA,High,Completed,575582.99,575582.99,Completed,Completed,0.0,Matched
WM00360,CLIENT0001,Fund Redemption,Mutual Fund,1993650.2,USD,2026-09-02 03:56:09.042550,2026-09-03,Completed,Closure,Normal,Client Operations,2026-09-04 06:56:09.042550,2026-09-05 07:56:09.042550,False,,,Trading Platform,51.0,0.84,Outside SLA,High,Completed,1993650.2,1993650.2,Completed,Completed,0.0,Matched
WM00361,CLIENT0144,Cash Transfer,Equity,698212.8,USD,2026-08-30 02:00:09.042550,2026-08-31,Reconciled,Reconciliation,Normal,Settlement,2026-08-31 03:00:09.042550,2026-08-31 07:00:09.042550,False,,,Trading Platform,25.0,0.92,Outside SLA,High,Completed,698212.8,698212.8,Reconciled,Reconciled,0.0,Matched
WM00362,CLIENT0144,Fund Purchase,Cash,592032.39,BRL,2026-09-01 01:29:09.042550,2026-09-03,Completed,Closure,Normal,Reconciliation,2026-09-02 10:29:09.042550,2026-09-05 03:29:09.042550,False,,,Custody System,33.0,1.94,Outside SLA,High,Completed,592032.39,592032.39,Completed,Completed,0.0,Matched
WM00363,CLIENT0063,Asset Transfer - Internal,ETF,1364781.37,BRL,2026-09-01 05:57:09.042550,2026-09-05,Completed,Closure,Normal,Middle Office,2026-09-01 20:57:09.042550,2026-09-05 13:57:09.042550,False,,,Trading Platform,15.0,3.75,Within SLA,Low,Completed,1364781.37,1364781.37,Completed,Completed,0.0,Matched
WM00364,CLIENT0081,Asset Transfer - External,Equity,1035425.91,BRL,2026-09-03 04:56:09.042550,2026-09-05,Received,Request Received,Normal,Client Operations,2026-09-04 12:56:09.042550,,False,,,Trading Platform,32.0,1.79,Outside SLA,High,In Progress,1035425.91,1035425.91,Received,Received,0.0,Matched
WM00365,CLIENT0046,Asset Transfer - External,Equity,710308.16,USD,2026-09-04 06:17:09.042550,2026-09-09,Validation,Data Validation,Normal,Settlement,2026-09-05 07:17:09.042550,,False,,,Trading Platform,25.0,4.74,Outside SLA,High,In Progress,710308.16,710308.16,Validation,Validation,0.0,Matched
WM00366,CLIENT0052,Fund Redemption,Cash,715274.61,BRL,2026-08-21 05:08:09.042550,2026-08-24,Completed,Closure,Normal,Operations,2026-08-21 16:08:09.042550,2026-08-23 09:08:09.042550,False,,,Custody System,11.0,2.79,Within SLA,Low,Completed,715274.61,715274.61,Completed,Completed,0.0,Matched
WM00367,CLIENT0096,Cash Transfer,Equity,987219.05,USD,2026-08-29 10:13:09.042550,2026-09-03,Exception,Processing,Critical,Settlement,2026-09-01 04:13:09.042550,,True,Missing Documentation,Critical,Trading Platform,66.0,4.57,Outside SLA,Critical,Exception,987219.05,987219.05,Exception,Exception,0.0,Matched
WM00368,CLIENT0135,Asset Transfer - External,ETF,1879610.57,BRL,2026-09-07 10:21:09.042550,2026-09-08,Pending Settlement,Settlement,Medium,Reconciliation,2026-09-09 07:21:09.042550,,False,,,Trading Platform,45.0,0.57,Outside SLA,High,In Progress,1879610.57,1879610.57,Pending Settlement,Pending Settlement,0.0,Matched
WM00369,CLIENT0081,Portfolio Rebalancing,Mutual Fund,28580.86,BRL,2026-09-07 03:42:09.042550,2026-09-08,Completed,Closure,Normal,Middle Office,2026-09-07 16:42:09.042550,2026-09-12 11:42:09.042550,False,,,Trading Platform,13.0,0.85,Within SLA,Low,Completed,28580.86,28580.86,Completed,Completed,0.0,Matched
WM00370,CLIENT0068,Fund Redemption,Equity,945334.0,USD,2026-09-10 05:24:09.042550,2026-09-15,Pending Settlement,Settlement,Medium,Client Operations,2026-09-11 05:24:09.042550,,False,,,Trading Platform,24.0,4.77,Within SLA,High,In Progress,945334.0,945334.0,Pending Settlement,Pending Settlement,0.0,Matched
WM00371,CLIENT0047,Cash Transfer,Fixed Income,1958648.54,BRL,2026-08-27 06:36:09.042550,2026-08-31,Settled,Settlement,Normal,Operations,2026-08-28 17:36:09.042550,2026-08-30 14:36:09.042550,False,,,Core Banking,35.0,3.72,Outside SLA,High,Completed,1958648.54,1958648.54,Settled,Settled,0.0,Matched
WM00372,CLIENT0003,Fund Redemption,ETF,1001697.66,USD,2026-09-10 07:25:09.042550,2026-09-12,Reconciled,Reconciliation,Normal,Middle Office,2026-09-11 22:25:09.042550,2026-09-12 15:25:09.042550,False,,,Trading Platform,39.0,1.69,Outside SLA,High,Completed,1001697.66,988762.61,Reconciled,Reconciled,12935.05,Amount Difference
WM00373,CLIENT0056,Asset Transfer - Internal,ETF,1678748.56,BRL,2026-09-01 01:38:09.042550,2026-09-02,Reconciled,Reconciliation,Normal,Middle Office,2026-09-02 20:38:09.042550,2026-09-03 02:38:09.042550,False,,,Trading Platform,43.0,0.93,Outside SLA,High,Completed,1678748.56,1678748.56,Reconciled,Reconciled,0.0,Matched
WM00374,CLIENT0089,Fund Purchase,ETF,246868.79,BRL,2026-08-31 10:12:09.042550,2026-09-03,Pending Settlement,Settlement,Medium,Reconciliation,2026-09-03 07:12:09.042550,,False,,,Core Banking,69.0,2.57,Outside SLA,High,In Progress,246868.79,246868.79,Pending Settlement,Pending Settlement,0.0,Matched
WM00375,CLIENT0021,Asset Transfer - External,Cash,576614.54,BRL,2026-08-23 06:33:09.042550,2026-08-28,Exception,Processing,High,Client Operations,2026-08-25 12:33:09.042550,,True,Duplicate Request,Critical,Custody System,54.0,4.73,Outside SLA,Critical,Exception,576614.54,576614.54,Exception,Exception,0.0,Matched
WM00376,CLIENT0081,Asset Transfer - Internal,Equity,1422314.8,USD,2026-08-26 02:18:09.042550,2026-08-28,Completed,Closure,Normal,Client Operations,2026-08-28 11:18:09.042550,2026-08-29 06:18:09.042550,False,,,Trading Platform,57.0,1.9,Outside SLA,High,Completed,1422314.8,1422314.8,Completed,Completed,0.0,Matched
WM00377,CLIENT0033,Portfolio Rebalancing,Fixed Income,1325734.98,BRL,2026-08-30 08:39:09.042550,2026-09-01,Completed,Closure,Normal,Settlement,2026-08-31 06:39:09.042550,2026-09-01 09:39:09.042550,False,,,Trading Platform,22.0,1.64,Within SLA,Low,Completed,1325734.98,1325734.98,Completed,Completed,0.0,Matched
WM00378,CLIENT0007,Asset Transfer - External,Cash,1531167.76,BRL,2026-08-16 08:48:09.042550,2026-08-17,Validation,Data Validation,Normal,Operations,2026-08-17 18:48:09.042550,,False,,,Custody System,34.0,0.63,Outside SLA,High,In Progress,1531167.76,1531167.76,Validation,Validation,0.0,Matched
WM00379,CLIENT0064,Portfolio Rebalancing,Equity,889105.05,BRL,2026-09-03 07:32:09.042550,2026-09-05,Validation,Data Validation,Normal,Settlement,2026-09-06 03:32:09.042550,,False,,,Core Banking,68.0,1.69,Outside SLA,High,In Progress,889105.05,889105.05,Validation,Validation,0.0,Matched
WM00380,CLIENT0122,Asset Transfer - External,Cash,1870040.86,USD,2026-09-04 07:08:09.042550,2026-09-07,Received,Request Received,Normal,Settlement,2026-09-07 05:08:09.042550,,False,,,Core Banking,70.0,2.7,Outside SLA,High,In Progress,1870040.86,1870040.86,Received,Received,0.0,Matched
WM00381,CLIENT0089,Asset Transfer - External,Cash,458121.25,BRL,2026-08-28 12:00:09.042550,2026-09-02,Reconciled,Reconciliation,Normal,Middle Office,2026-08-30 04:00:09.042550,2026-09-01 17:00:09.042550,False,,,Trading Platform,40.0,4.5,Outside SLA,High,Completed,458121.25,458121.25,Reconciled,Reconciled,0.0,Matched
WM00382,CLIENT0089,Asset Transfer - Internal,ETF,1072522.28,USD,2026-08-18 05:13:09.042550,2026-08-19,Settled,Settlement,Normal,Middle Office,2026-08-19 20:13:09.042550,2026-08-23 08:13:09.042550,False,,,Core Banking,39.0,0.78,Outside SLA,High,Completed,1072522.28,1072522.28,Settled,Settled,0.0,Matched
WM00383,CLIENT0049,Asset Transfer - External,Cash,877027.2,BRL,2026-09-08 05:51:09.042550,2026-09-10,Completed,Closure,Normal,Settlement,2026-09-10 07:51:09.042550,2026-09-09 11:51:09.042550,False,,,Trading Platform,50.0,1.76,Outside SLA,High,Completed,877027.2,877027.2,Completed,Completed,0.0,Matched
WM00384,CLIENT0133,Cash Transfer,Equity,572930.33,USD,2026-08-16 07:53:09.042550,2026-08-18,Pending Approval,Approval,Medium,Middle Office,2026-08-17 08:53:09.042550,,False,,,Core Banking,25.0,1.67,Outside SLA,High,In Progress,572930.33,572930.33,Pending Approval,Pending Approval,0.0,Matched
WM00385,CLIENT0116,Asset Transfer - Internal,Cash,986532.05,USD,2026-08-23 02:53:09.042550,2026-08-27,Pending Approval,Approval,Medium,Operations,2026-08-23 22:53:09.042550,,False,,,Core Banking,20.0,3.88,Within SLA,High,In Progress,986532.05,986532.05,Pending Approval,Pending Approval,0.0,Matched
WM00386,CLIENT0113,Portfolio Rebalancing,Mutual Fund,469456.94,BRL,2026-08-14 03:19:09.042550,2026-08-17,Exception,Processing,High,Middle Office,2026-08-15 07:19:09.042550,,True,Approval Pending,Medium,Trading Platform,28.0,2.86,Outside SLA,Critical,Exception,469456.94,469456.94,Exception,Exception,0.0,Matched
WM00387,CLIENT0021,Fund Redemption,Mutual Fund,536674.64,USD,2026-09-08 08:36:09.042550,2026-09-12,Settled,Settlement,Normal,Operations,2026-09-11 06:36:09.042550,2026-09-09 14:36:09.042550,False,,,Trading Platform,70.0,3.64,Outside SLA,High,Completed,536674.64,536674.64,Settled,Settled,0.0,Matched
WM00388,CLIENT0004,Fund Purchase,Fixed Income,772671.81,USD,2026-09-11 06:05:09.042550,2026-09-15,Pending Approval,Approval,Medium,Settlement,2026-09-11 11:05:09.042550,,False,,,Core Banking,5.0,3.75,Within SLA,High,In Progress,772671.81,772671.81,Pending Approval,Pending Approval,0.0,Matched
WM00389,CLIENT0080,Asset Transfer - Internal,Fixed Income,1260182.69,BRL,2026-09-07 02:46:09.042550,2026-09-09,Settled,Settlement,Normal,Reconciliation,2026-09-09 21:46:09.042550,2026-09-11 09:46:09.042550,False,,,Core Banking,67.0,1.88,Outside SLA,High,Completed,1260182.69,1260182.69,Settled,Pending Settlement,0.0,Status Difference
WM00390,CLIENT0014,Portfolio Rebalancing,Fixed Income,1946681.75,BRL,2026-09-03 05:25:09.042550,2026-09-06,Processing,Processing,Normal,Middle Office,2026-09-04 23:25:09.042550,,False,,,Core Banking,42.0,2.77,Outside SLA,High,In Progress,1946681.75,1946681.75,Processing,Processing,0.0,Matched
WM00391,CLIENT0063,Fund Purchase,Mutual Fund,1164248.66,USD,2026-08-22 10:20:09.042550,2026-08-26,Validation,Data Validation,Normal,Reconciliation,2026-08-23 06:20:09.042550,,False,,,Trading Platform,20.0,3.57,Within SLA,Low,In Progress,1164248.66,1164248.66,Validation,Validation,0.0,Matched
WM00392,CLIENT0016,Fund Purchase,Equity,1290926.92,BRL,2026-08-21 03:44:09.042550,2026-08-22,Completed,Closure,Normal,Settlement,2026-08-23 18:44:09.042550,2026-08-26 09:44:09.042550,False,,,Core Banking,63.0,0.84,Outside SLA,High,Completed,1290926.92,1290926.92,Completed,Completed,0.0,Matched
WM00393,CLIENT0113,Portfolio Rebalancing,Fixed Income,47598.9,USD,2026-08-31 12:01:09.042550,2026-09-03,Processing,Processing,Normal,Client Operations,2026-09-01 06:01:09.042550,,False,,,Trading Platform,18.0,2.5,Within SLA,Low,In Progress,,,,,0.0,Missing in External System
WM00394,CLIENT0049,Cash Transfer,Fixed Income,1089522.99,USD,2026-08-29 08:48:09.042550,2026-09-01,Completed,Closure,Normal,Middle Office,2026-08-30 20:48:09.042550,2026-09-03 16:48:09.042550,False,,,Custody System,36.0,2.63,Outside SLA,High,Completed,1089522.99,1089522.99,Completed,Completed,0.0,Matched
WM00395,CLIENT0076,Asset Transfer - Internal,Cash,737389.85,BRL,2026-08-31 03:17:09.042550,2026-09-05,Completed,Closure,Normal,Reconciliation,2026-09-02 04:17:09.042550,2026-09-02 11:17:09.042550,False,,,Custody System,49.0,4.86,Outside SLA,High,Completed,737389.85,737389.85,Completed,Processing,0.0,Status Difference
WM00396,CLIENT0062,Asset Transfer - Internal,Mutual Fund,1318287.39,USD,2026-08-14 11:07:09.042550,2026-08-17,Pending Approval,Approval,Medium,Settlement,2026-08-17 07:07:09.042550,,False,,,Custody System,68.0,2.54,Outside SLA,High,In Progress,1318287.39,1318287.39,Pending Approval,Pending Approval,0.0,Matched
WM00397,CLIENT0083,Fund Purchase,Mutual Fund,1048785.08,BRL,2026-08-31 03:52:09.042550,2026-09-03,Settled,Settlement,Normal,Operations,2026-08-31 20:52:09.042550,2026-09-03 10:52:09.042550,False,,,Core Banking,17.0,2.84,Within SLA,Low,Completed,1048785.08,1048785.08,Settled,Settled,0.0,Matched
WM00398,CLIENT0147,Portfolio Rebalancing,ETF,1317552.91,USD,2026-08-20 02:44:09.042550,2026-08-22,Completed,Closure,Normal,Operations,2026-08-22 01:44:09.042550,2026-08-21 03:44:09.042550,False,,,Core Banking,47.0,1.89,Outside SLA,High,Completed,1317552.91,1317552.91,Completed,Completed,0.0,Matched
WM00399,CLIENT0120,Portfolio Rebalancing,Mutual Fund,725047.47,USD,2026-08-16 02:12:09.042550,2026-08-18,Reconciled,Reconciliation,Normal,Client Operations,2026-08-16 10:12:09.042550,2026-08-20 04:12:09.042550,False,,,Custody System,8.0,1.91,Within SLA,Low,Completed,725047.47,701907.67,Reconciled,Reconciled,23139.8,Amount Difference
WM00400,CLIENT0020,Fund Redemption,Cash,198752.9,BRL,2026-08-15 03:06:09.042550,2026-08-18,Processing,Processing,Normal,Reconciliation,2026-08-17 05:06:09.042550,,False,,,Core Banking,50.0,2.87,Outside SLA,High,In Progress,198752.9,190853.22,Processing,Processing,7899.68,Amount Difference
WM00401,CLIENT0143,Portfolio Rebalancing,Cash,833293.28,BRL,2026-09-04 04:49:09.042550,2026-09-06,Pending Approval,Approval,Medium,Reconciliation,2026-09-06 02:49:09.042550,,False,,,Custody System,46.0,1.8,Outside SLA,High,In Progress,833293.28,833293.28,Pending Approval,Pending Approval,0.0,Matched
WM00402,CLIENT0141,Asset Transfer - External,Cash,678338.18,BRL,2026-09-04 08:09:09.042550,2026-09-05,Settled,Settlement,Normal,Reconciliation,2026-09-06 17:09:09.042550,2026-09-06 11:09:09.042550,False,,,Trading Platform,57.0,0.66,Outside SLA,High,Completed,678338.18,678338.18,Settled,Settled,0.0,Matched
WM00403,CLIENT0083,Cash Transfer,Fixed Income,1128473.68,BRL,2026-08-31 07:07:09.042550,2026-09-03,Completed,Closure,Normal,Middle Office,2026-09-03 06:07:09.042550,2026-09-04 14:07:09.042550,False,,,Custody System,71.0,2.7,Outside SLA,High,Completed,1128473.68,1128473.68,Completed,Completed,0.0,Matched
WM00404,CLIENT0001,Portfolio Rebalancing,Mutual Fund,1965998.16,BRL,2026-09-13 08:41:09.042550,2026-09-17,Processing,Processing,Normal,Reconciliation,2026-09-14 02:41:09.042550,,False,,,Trading Platform,18.0,3.64,Within SLA,Low,In Progress,1965998.16,1965998.16,Processing,Processing,0.0,Matched
WM00405,CLIENT0006,Portfolio Rebalancing,Equity,1838628.61,BRL,2026-08-21 05:07:09.042550,2026-08-24,Received,Request Received,Normal,Operations,2026-08-21 10:07:09.042550,,False,,,Trading Platform,5.0,2.79,Within SLA,Low,In Progress,1838628.61,1838628.61,Received,Received,0.0,Matched
WM00406,CLIENT0064,Fund Redemption,Equity,1623093.1,BRL,2026-08-18 05:36:09.042550,2026-08-23,Processing,Processing,Normal,Reconciliation,2026-08-20 09:36:09.042550,,False,,,Custody System,52.0,4.77,Outside SLA,High,In Progress,1623093.1,1623093.1,Processing,Processing,0.0,Matched
WM00407,CLIENT0125,Portfolio Rebalancing,Cash,1639932.95,BRL,2026-09-06 02:59:09.042550,2026-09-09,Completed,Closure,Normal,Reconciliation,2026-09-07 17:59:09.042550,2026-09-10 05:59:09.042550,False,,,Core Banking,39.0,2.88,Outside SLA,High,Completed,1639932.95,1639932.95,Completed,Completed,0.0,Matched
WM00408,CLIENT0112,Asset Transfer - External,Mutual Fund,1740224.1,BRL,2026-09-01 07:18:09.042550,2026-09-02,Completed,Closure,Normal,Reconciliation,2026-09-01 09:18:09.042550,2026-09-04 13:18:09.042550,False,,,Custody System,2.0,0.7,Within SLA,Low,Completed,1740224.1,1740224.1,Completed,Completed,0.0,Matched
WM00409,CLIENT0139,Cash Transfer,Fixed Income,657029.1,BRL,2026-08-26 01:32:09.042550,2026-08-31,Completed,Closure,Normal,Settlement,2026-08-26 08:32:09.042550,2026-08-27 07:32:09.042550,False,,,Custody System,7.0,4.94,Within SLA,Low,Completed,657029.1,657029.1,Completed,Completed,0.0,Matched
WM00410,CLIENT0057,Asset Transfer - External,Equity,1573804.76,BRL,2026-08-26 09:01:09.042550,2026-08-31,Completed,Closure,Normal,Settlement,2026-08-28 05:01:09.042550,2026-08-31 11:01:09.042550,False,,,Core Banking,44.0,4.62,Outside SLA,High,Completed,1573804.76,1573804.76,Completed,Completed,0.0,Matched
WM00411,CLIENT0103,Cash Transfer,ETF,1548781.15,BRL,2026-09-06 01:48:09.042550,2026-09-10,Settled,Settlement,Normal,Settlement,2026-09-08 15:48:09.042550,2026-09-09 03:48:09.042550,False,,,Custody System,62.0,3.92,Outside SLA,High,Completed,1548781.15,1548781.15,Settled,Settled,0.0,Matched
WM00412,CLIENT0144,Cash Transfer,Cash,496260.45,BRL,2026-08-26 11:49:09.042550,2026-08-28,Pending Approval,Approval,Medium,Client Operations,2026-08-28 19:49:09.042550,,False,,,Trading Platform,56.0,1.51,Outside SLA,High,In Progress,496260.45,496260.45,Pending Approval,Pending Approval,0.0,Matched
WM00413,CLIENT0090,Fund Redemption,Equity,692327.19,BRL,2026-09-01 02:20:09.042550,2026-09-05,Completed,Closure,Normal,Client Operations,2026-09-02 00:20:09.042550,2026-09-05 08:20:09.042550,False,,,Trading Platform,22.0,3.9,Within SLA,Low,Completed,692327.19,692327.19,Completed,Completed,0.0,Matched
WM00414,CLIENT0060,Fund Redemption,Equity,316202.48,BRL,2026-09-08 08:52:09.042550,2026-09-10,Completed,Closure,Normal,Operations,2026-09-08 15:52:09.042550,2026-09-12 09:52:09.042550,False,,,Core Banking,7.0,1.63,Within SLA,Low,Completed,316202.48,316202.48,Completed,Completed,0.0,Matched
WM00415,CLIENT0029,Asset Transfer - Internal,ETF,945024.66,USD,2026-09-12 04:08:09.042550,2026-09-15,Exception,Processing,High,Reconciliation,2026-09-13 08:08:09.042550,,True,Missing Documentation,High,Core Banking,28.0,2.83,Outside SLA,Critical,Exception,945024.66,945024.66,Exception,Exception,0.0,Matched
WM00416,CLIENT0005,Asset Transfer - External,Cash,1812550.37,BRL,2026-09-07 05:48:09.042550,2026-09-11,Reconciled,Reconciliation,Normal,Client Operations,2026-09-08 03:48:09.042550,2026-09-12 08:48:09.042550,False,,,Core Banking,22.0,3.76,Within SLA,Low,Completed,1812550.37,1812550.37,Reconciled,Reconciled,0.0,Matched
WM00417,CLIENT0120,Portfolio Rebalancing,Mutual Fund,137862.6,USD,2026-09-08 10:30:09.042550,2026-09-09,Processing,Processing,Normal,Client Operations,2026-09-09 00:30:09.042550,,False,,,Core Banking,14.0,0.56,Within SLA,Low,In Progress,137862.6,137862.6,Processing,Processing,0.0,Matched
WM00418,CLIENT0098,Cash Transfer,Mutual Fund,1808224.76,USD,2026-09-11 11:37:09.042550,2026-09-13,Processing,Processing,Normal,Reconciliation,2026-09-14 08:37:09.042550,,False,,,Core Banking,69.0,1.52,Outside SLA,High,In Progress,1808224.76,1808224.76,Processing,Processing,0.0,Matched
